Loyalty Number,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month
660554,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,108981,Married,Star,4282.95,Standard,2017,10,2016,4
917630,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,85693,Married,Star,4282.95,Standard,2016,12,2020,5
670686,Canada,Ontario,Thunder Bay,K8T 5M5,Female,College,155802,Single,Star,4291.06,Standard,2018,5,2020,7
717660,Canada,British Columbia,Vancouver,V1E 4R6,Male,College,127074,Single,Star,4293.01,Standard,2015,3,2016,12
450621,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,116477,Married,Star,4296.6,Standard,2015,3,2019,12
939562,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,52230,Married,Star,4297.02,Standard,2016,12,2018,6
135250,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,51424,Married,Star,4298.66,Standard,2013,8,2019,6
714555,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,125957,Divorced,Star,4299.84,Standard,2013,8,2016,7
947868,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,53541,Married,Star,4300.9,Standard,2012,5,2018,1
573661,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,147945,Single,Star,4303.64,Standard,2018,8,2020,5
228580,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,129858,Single,Star,4305.79,Standard,2012,5,2016,2
557500,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,75994,Married,Star,4305.81,Standard,2015,11,2018,12
238233,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,151312,Married,Star,4307.42,Standard,2017,4,2019,5
979309,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,51505,Single,Star,4312.77,Standard,2013,3,2017,8
342483,Canada,Alberta,Calgary,T3E 2V9,Male,College,132097,Single,Aurora,23706.11,2018 Promotion,2018,3,2017,11
833569,Canada,Saskatchewan,Regina,S6J 3G0,Female,College,139289,Single,Star,4314.07,Standard,2017,9,2019,7
120046,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,100347,Married,Star,4314.17,Standard,2017,7,2017,8
816881,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,111267,Married,Star,4314.17,Standard,2018,6,2019,12
717700,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,64610,Married,Star,4315.79,Standard,2015,9,2018,2
384146,Canada,Alberta,Peace River,T9O 2W2,Female,High School or Below,139953,Married,Nova,2790.23,2018 Promotion,2018,4,2018,11
245465,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Doctor,84406,Married,Star,4319.15,Standard,2015,8,2016,10
510372,Canada,Ontario,Toronto,M2M 7K8,Female,College,150130,Divorced,Star,4322.24,Standard,2018,7,2016,8
709920,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,134166,Married,Star,4327.1,Standard,2013,1,2016,7
156031,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,75599,Married,Star,4328.37,Standard,2014,12,2016,11
143784,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,127154,Married,Star,4330.39,Standard,2013,1,2016,1
602176,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,133020,Married,Star,4330.39,Standard,2016,8,2020,3
870998,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,109601,Married,Star,4330.39,Standard,2016,4,2017,8
958224,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,108847,Married,Star,4330.39,Standard,2015,12,2020,4
837628,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,65335,Married,Star,4330.77,Standard,2014,10,2019,5
395460,Canada,Alberta,Edmonton,T9G 1W3,Male,College,102813,Single,Star,4330.8,Standard,2013,12,2017,12
136547,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,145796,Married,Star,4331.46,Standard,2012,9,2018,2
780631,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,91283,Married,Star,4331.46,Standard,2018,11,2019,4
166712,Canada,Saskatchewan,Regina,S1J 3C5,Male,Master,48270,Single,Star,4334.06,Standard,2014,8,2020,10
217695,Canada,Ontario,Trenton,K8V 4B2,Male,Master,55509,Single,Star,4334.06,Standard,2013,9,2019,1
263707,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Master,115453,Single,Star,4334.06,Standard,2014,5,2019,6
638368,Canada,Quebec,Montreal,H2T 2J6,Male,Master,117272,Single,Star,4334.06,Standard,2013,11,2019,8
695529,Canada,British Columbia,Vancouver,V6E 3D9,Male,Master,144451,Single,Star,4334.06,Standard,2012,12,2017,8
871203,Canada,Ontario,Toronto,M1R 4K3,Male,Master,88023,Single,Star,4334.06,Standard,2017,12,2017,5
915571,Canada,British Columbia,Victoria,V10 6T5,Male,Master,90330,Single,Star,4334.06,Standard,2015,7,2018,1
642109,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,90356,Married,Star,4335.35,Standard,2014,2,2020,6
833701,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,153497,Single,Star,4340.86,Standard,2014,2,2018,5
275442,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,114594,Married,Star,4349.31,Standard,2016,1,2018,7
374345,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,80647,Married,Star,4349.31,Standard,2015,10,2018,10
384825,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,46147,Married,Star,4349.31,Standard,2012,8,2017,2
559233,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,94727,Married,Star,4349.31,Standard,2018,7,2020,8
564650,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,92338,Married,Star,4349.31,Standard,2013,8,2017,1
277649,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,120327,Divorced,Star,4358.76,Standard,2012,8,2016,5
176885,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,155553,Married,Star,4361.37,Standard,2015,12,2018,9
732013,Canada,Ontario,Toronto,M2P 4F6,Female,Bachelor,107935,Married,Star,4361.37,Standard,2015,9,2020,11
793318,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,48158,Single,Star,4362.77,Standard,2016,2,2020,6
830024,Canada,Quebec,Montreal,H2T 9K8,Female,College,98820,Single,Star,4362.77,Standard,2015,4,2018,9
223684,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,120907,Married,Star,4362.93,Standard,2018,7,2019,4
723262,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,90006,Married,Star,4362.93,Standard,2018,10,2020,11
879892,Canada,Ontario,Toronto,M2M 6J7,Male,Bachelor,58455,Divorced,Star,4363.12,Standard,2018,5,2016,10
966117,Canada,Alberta,Calgary,T3E 2V9,Male,Bachelor,65403,Divorced,Star,4363.12,Standard,2012,9,2016,8
258358,Canada,Quebec,Montreal,H2T 2J6,Female,College,47789,Single,Star,4363.2,Standard,2016,7,2016,1
265836,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,75137,Single,Star,4364.31,Standard,2013,6,2017,12
474174,Canada,Ontario,Sudbury,M5V 1G5,Female,Doctor,54898,Married,Star,4365.26,Standard,2015,11,2017,1
474172,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,81620,Single,Star,4369.04,Standard,2015,5,2019,4
202299,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Doctor,93851,Married,Star,4373.36,Standard,2017,3,2016,9
497467,Canada,Quebec,Montreal,H4G 3T4,Female,Doctor,45480,Married,Star,4373.36,Standard,2015,3,2017,8
971902,Canada,Ontario,Toronto,M1R 4K3,Male,College,118849,Married,Star,4376.08,Standard,2014,1,2017,11
134279,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,53257,Divorced,Star,4376.36,Standard,2018,8,2016,11
474757,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,101893,Divorced,Star,4376.36,Standard,2014,4,2016,6
635225,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,81265,Divorced,Star,4376.36,Standard,2015,3,2018,6
980198,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,147589,Divorced,Star,4376.36,Standard,2017,2,2018,10
995693,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,59486,Divorced,Star,4376.36,Standard,2018,5,2016,5
861924,Canada,Nova Scotia,Halifax,B3C 2M8,Male,College,128315,Single,Star,4377.53,Standard,2013,9,2018,1
639383,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,124134,Married,Star,4381.18,Standard,2018,10,2018,6
769731,Canada,Ontario,Toronto,P1W 1K4,Female,High School or Below,82676,Married,Star,4381.88,Standard,2016,3,2017,6
884530,Canada,British Columbia,Vancouver,V5R 1W3,Female,High School or Below,148479,Married,Star,4381.88,Standard,2018,7,2017,10
207372,Canada,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,129502,Single,Star,4383.15,Standard,2017,12,2018,6
236300,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,138611,Married,Star,4384.35,Standard,2015,8,2020,11
543553,Canada,Ontario,Toronto,P1J 8T7,Female,Master,113277,Single,Star,4386.28,Standard,2018,11,2017,5
639701,Canada,Ontario,Trenton,K8V 4B2,Female,Master,122592,Single,Star,4386.28,Standard,2012,4,2016,5
998090,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,152262,Married,Star,4389.28,Standard,2016,7,2016,10
283747,Canada,Quebec,Tremblant,H5Y 2S9,Male,College,116259,Divorced,Star,4389.95,Standard,2016,4,2020,2
863122,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,51349,Married,Star,4395.89,Standard,2018,5,2017,3
816593,Canada,British Columbia,Victoria,V10 6T5,Male,College,104171,Single,Star,4398.05,Standard,2015,11,2016,4
440939,Canada,Manitoba,Winnipeg,R2C 0M5,Female,High School or Below,109450,Married,Star,4419.12,Standard,2016,9,2018,4
531201,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,College,98079,Married,Star,4419.54,Standard,2012,8,2019,6
585629,Canada,Quebec,Montreal,H2T 9K8,Male,College,52746,Single,Star,4423.69,Standard,2016,3,2017,8
347932,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,142028,Married,Star,4425.75,Standard,2012,9,2017,7
417886,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,135619,Married,Star,4425.91,Standard,2015,2,2019,10
514900,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,102801,Married,Star,4425.91,Standard,2018,7,2019,7
203550,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,147813,Married,Star,4426.1,Standard,2013,11,2019,10
181825,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,103080,Married,Star,4428.03,Standard,2015,4,2020,4
261582,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,64471,Married,Star,4428.03,Standard,2012,7,2018,3
679859,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,153266,Married,Star,4428.03,Standard,2014,9,2017,5
977693,Canada,Alberta,Calgary,T3E 2V9,Female,College,93600,Single,Nova,2887.74,2018 Promotion,2018,2,2016,3
122958,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,132335,Married,Star,4430.57,Standard,2016,6,2019,9
274698,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,152585,Married,Star,4434.41,Standard,2013,9,2018,1
443967,Canada,Alberta,Peace River,T9O 2W2,Female,High School or Below,141307,Single,Nova,3086.87,2018 Promotion,2018,3,2019,3
652291,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,85731,Divorced,Star,4439.9,Standard,2013,10,2016,11
603775,Canada,Ontario,Ottawa,K1F 2R2,Male,College,133316,Married,Star,4443.63,Standard,2014,3,2017,2
948404,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Doctor,45395,Married,Star,4447.42,Standard,2014,12,2017,1
605877,Canada,Ontario,Toronto,P1J 8T7,Female,College,155185,Married,Star,4455.84,Standard,2016,12,2018,8
994377,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,78546,Single,Star,4456.02,Standard,2013,12,2020,12
766927,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,145049,Divorced,Star,4457.94,Standard,2016,4,2019,3
556492,Canada,Alberta,Edmonton,T9G 1W3,Male,College,106386,Single,Nova,3099.54,2018 Promotion,2018,3,2016,12
702588,Canada,Alberta,Banff,T4V 1D4,Male,Master,46931,Divorced,Star,4458.11,Standard,2016,11,2016,10
798248,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Master,71884,Divorced,Star,4458.11,Standard,2012,5,2019,3
641448,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,123717,Married,Star,4462.45,Standard,2015,11,2019,1
406047,Canada,Ontario,Toronto,P1J 8T7,Female,College,88856,Single,Star,4463,Standard,2017,3,2016,10
538902,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,49646,Single,Star,4463,Standard,2017,10,2016,2
855602,Canada,Alberta,Banff,T4V 1D4,Male,Bachelor,115585,Single,Nova,3133.5,2018 Promotion,2018,3,2020,4
883242,Canada,Ontario,Toronto,P2T 6G3,Male,College,94403,Single,Star,4463,Standard,2018,10,2018,4
909134,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,141451,Single,Star,4463,Standard,2016,5,2016,6
294753,Canada,Ontario,Trenton,K8V 4B2,Female,College,147244,Single,Star,4463.61,Standard,2015,1,2018,8
606076,Canada,Alberta,Banff,T4V 1D4,Female,Bachelor,133885,Married,Star,4465.34,Standard,2018,11,2016,4
120613,Canada,Quebec,Hull,J8Y 3Z5,Female,College,138081,Single,Star,4466.1,Standard,2018,12,2020,5
520094,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,83336,Married,Star,4466.98,Standard,2016,10,2019,2
754539,Canada,Quebec,Tremblant,H5Y 2S9,Male,College,69981,Single,Star,4467.71,Standard,2016,6,2018,11
189611,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,119257,Single,Star,4468.22,Standard,2012,10,2016,1
971599,Canada,Alberta,Banff,T4V 1D4,Male,College,132820,Single,Star,4468.51,Standard,2013,6,2019,11
485189,Canada,Ontario,Ottawa,K1G 4Z0,Male,College,118818,Single,Star,4471.75,Standard,2012,9,2016,11
521384,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,104636,Married,Star,4472.33,Standard,2016,1,2019,9
128039,Canada,Saskatchewan,Regina,S1J 3C5,Male,Bachelor,100411,Married,Star,4474.48,Standard,2014,9,2017,7
565133,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,77411,Divorced,Star,4477.45,Standard,2013,4,2017,8
947876,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,46589,Married,Star,4479.02,Standard,2018,12,2019,3
138746,Canada,British Columbia,Vancouver,V6E 3Z3,Female,High School or Below,130271,Married,Star,4479.49,Standard,2012,12,2017,12
564707,Canada,Ontario,Trenton,K8V 4B2,Female,High School or Below,57187,Married,Star,4479.49,Standard,2013,10,2019,4
712114,Canada,Alberta,Banff,T4V 1D4,Female,Bachelor,102037,Married,Nova,3235.36,2018 Promotion,2018,4,2017,5
174996,Canada,Saskatchewan,Regina,S6J 3G0,Female,College,91902,Single,Star,4488.13,Standard,2014,10,2019,7
798854,Canada,British Columbia,Victoria,V10 6T5,Female,College,57309,Married,Star,4491.91,Standard,2017,6,2019,11
800075,Canada,Quebec,Montreal,H2Y 4R4,Female,High School or Below,94444,Single,Star,4492.23,Standard,2016,2,2020,12
410384,Canada,New Brunswick,Moncton,E1A 2A7,Male,College,103270,Single,Star,4492.52,Standard,2012,9,2018,4
692304,Canada,Quebec,Tremblant,H5Y 2S9,Female,College,123915,Single,Star,4492.52,Standard,2016,10,2017,8
991672,Canada,Quebec,Montreal,H4G 3T4,Male,College,93913,Single,Star,4502.41,Standard,2017,4,2016,1
344180,Canada,British Columbia,Vancouver,V6E 3Z3,Male,College,121694,Single,Star,4502.67,Standard,2017,7,2018,10
703338,Canada,Ontario,Trenton,K8V 4B2,Male,College,79769,Single,Star,4502.87,Standard,2018,11,2018,1
922388,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,100928,Married,Star,4505.4,Standard,2016,12,2018,5
471018,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,134952,Married,Star,4505.84,Standard,2015,8,2020,5
655743,Canada,Quebec,Montreal,H2T 2J6,Female,High School or Below,67588,Single,Star,4505.85,Standard,2013,7,2020,8
787472,Canada,Ontario,Toronto,M2M 7K8,Female,College,138262,Single,Star,4506.66,Standard,2017,9,2016,12
667687,Canada,Ontario,Toronto,M8Y 4K8,Female,College,90733,Single,Star,4512.2,Standard,2018,11,2019,12
348920,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,137654,Married,Star,4515.18,Standard,2013,4,2020,12
523394,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,101947,Married,Star,4515.18,Standard,2014,11,2019,8
430521,Canada,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,86919,Divorced,Star,4515.45,Standard,2018,12,2016,3
981581,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,High School or Below,60594,Married,Star,4517.91,Standard,2013,10,2016,10
639510,Canada,Manitoba,Winnipeg,R2C 0M5,Female,College,151644,Single,Star,4518.02,Standard,2012,12,2019,1
744675,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,55270,Married,Star,4521.19,Standard,2015,2,2020,8
289177,Canada,Ontario,Toronto,M2P 4F6,Male,Bachelor,49486,Married,Star,4525.28,Standard,2014,12,2016,5
271641,Canada,Alberta,Edmonton,T9G 1W3,Male,College,82171,Married,Nova,3256.77,2018 Promotion,2018,3,2018,2
357149,Canada,Quebec,Hull,J8Y 3Z5,Female,College,100432,Married,Star,4526.13,Standard,2016,5,2019,1
876207,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,131232,Married,Star,4526.95,Standard,2014,7,2016,4
224384,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,147880,Married,Star,4528.74,Standard,2013,4,2017,6
650445,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,89985,Married,Star,4529.06,Standard,2016,8,2016,4
399982,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,114034,Single,Star,4529.98,Standard,2013,6,2019,7
228984,Canada,British Columbia,Kelowna,V09 2E9,Male,Bachelor,149679,Married,Star,4530.53,Standard,2015,11,2016,3
221388,Canada,Ontario,Sudbury,M5V 1G5,Male,College,151601,Married,Star,4531.37,Standard,2013,7,2019,8
710053,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,146231,Married,Star,4531.37,Standard,2016,6,2019,7
591576,Canada,Quebec,Montreal,H2Y 4R4,Female,College,57119,Single,Star,4531.68,Standard,2012,11,2018,12
696577,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,55534,Single,Nova,3757.8,2018 Promotion,2018,4,2017,5
836475,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,124038,Married,Star,4540.38,Standard,2014,8,2017,7
686223,Canada,Alberta,Banff,T4V 1D4,Male,Bachelor,89247,Married,Nova,3837.45,2018 Promotion,2018,4,2016,10
450979,Canada,Quebec,Tremblant,H5Y 2S9,Male,College,148158,Divorced,Star,4541.26,Standard,2018,11,2020,10
392235,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,74044,Single,Star,4542.41,Standard,2013,7,2017,4
529218,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,46314,Single,Star,4547.16,Standard,2015,2,2019,5
549132,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,108187,Married,Star,4547.89,Standard,2017,5,2016,12
782523,Canada,Ontario,Toronto,M2P 4F6,Female,Bachelor,48500,Married,Star,4547.89,Standard,2018,9,2018,9
566343,Canada,Quebec,Montreal,H2T 2J6,Male,College,139827,Married,Star,4548.29,Standard,2013,12,2020,4
263729,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,124390,Single,Star,4554.56,Standard,2014,3,2019,7
326561,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,139545,Single,Star,4554.56,Standard,2015,1,2016,5
430880,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,47169,Single,Nova,5272.19,2018 Promotion,2018,4,2019,1
216652,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,70215,Married,Nova,5387.93,2018 Promotion,2018,2,2016,4
561092,Canada,Quebec,Hull,J8Y 3Z5,Male,High School or Below,146853,Married,Star,4558.43,Standard,2018,11,2020,5
234866,Canada,Nova Scotia,Halifax,B3J 9S2,Male,College,141103,Single,Star,4558.59,Standard,2014,8,2020,10
721984,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,106729,Married,Star,4558.97,Standard,2017,3,2018,4
772397,Canada,Ontario,Kingston,M9K 2P4,Male,High School or Below,147893,Married,Star,4561.27,Standard,2014,4,2016,4
685792,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,132388,Divorced,Star,4563.02,Standard,2016,7,2018,1
344199,Canada,Ontario,Thunder Bay,K8T 5M5,Male,College,144848,Married,Star,4563.87,Standard,2012,7,2018,5
909385,Canada,Ontario,Sudbury,M5V 1G5,Male,High School or Below,107408,Single,Star,4564.51,Standard,2016,3,2017,7
211043,Canada,Yukon,Whitehorse,Y2K 6R0,Female,College,85888,Single,Star,4566.12,Standard,2012,7,2017,8
459801,Canada,Ontario,Toronto,M8Y 4K8,Female,College,107583,Single,Star,4568.82,Standard,2012,6,2020,11
958243,Canada,Ontario,London,M5B 3E4,Male,College,86812,Married,Star,4569.88,Standard,2017,1,2018,7
517758,Canada,Yukon,Whitehorse,Y2K 6R0,Male,Doctor,96025,Divorced,Star,4570.67,Standard,2012,12,2017,10
712062,Canada,Ontario,Kingston,M9K 2P4,Male,Doctor,93091,Divorced,Star,4570.67,Standard,2016,8,2019,7
845945,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,121657,Divorced,Star,4571.51,Standard,2014,1,2019,5
324707,Canada,Quebec,Montreal,H2Y 2W2,Male,College,52769,Married,Star,4572.04,Standard,2013,3,2019,11
184635,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,154039,Single,Star,4574.52,Standard,2014,10,2020,5
947123,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,73735,Single,Star,4574.92,Standard,2017,11,2016,9
432598,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,87482,Married,Star,4576.76,Standard,2014,9,2020,11
524483,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,49178,Married,Star,4576.76,Standard,2014,12,2017,7
413445,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,49281,Divorced,Star,4582.16,Standard,2017,8,2017,7
257575,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,127431,Married,Star,4582.67,Standard,2016,6,2016,9
352834,Canada,Ontario,Trenton,K8V 4B2,Male,High School or Below,78855,Married,Star,4582.69,Standard,2017,8,2018,2
127590,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,113951,Married,Star,4582.9,Standard,2017,4,2020,6
846374,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,83848,Married,Star,4583.1,Standard,2016,3,2016,5
651054,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,101628,Married,Star,4583.75,Standard,2018,5,2020,8
674637,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,80718,Married,Nova,5395.83,2018 Promotion,2018,3,2017,6
